timestamp,type,x,y,z
1604284207.934488,acc,-0.0068359375,-0.01416015625,-0.93798828125
1604284207.935456,acc,-0.0048828125,-0.0146484375,-0.947265625
1604284207.9844918,acc,-0.00537109375,-0.013671875,-0.94580078125
1604284208.0344574,acc,-0.00537109375,-0.013671875,-0.9443359375
1604284208.0844564,acc,-0.00390625,-0.01416015625,-0.9453125
1604284208.1348054,acc,-0.0048828125,-0.01416015625,-0.94580078125
1604284208.1359136,acc,-0.00439453125,-0.01318359375,-0.9453125
1604284208.184947,acc,-0.0048828125,-0.0126953125,-0.9443359375
1604284208.2356644,acc,-0.0048828125,-0.01318359375,-0.9443359375
1604284208.2845933,acc,-0.0048828125,-0.013671875,-0.9453125
1604284208.3347719,acc,-0.00390625,-0.01318359375,-0.9453125
1604284208.3359807,acc,-0.00439453125,-0.013671875,-0.9453125
1604284208.384768,acc,-0.0048828125,-0.0126953125,-0.94482421875
1604284208.4346933,acc,-0.0048828125,-0.01318359375,-0.9443359375
1604284208.4844472,acc,-0.00537109375,-0.01416015625,-0.94384765625
1604284208.4856598,acc,-0.00439453125,-0.013671875,-0.94384765625
1604284208.5345662,acc,-0.00341796875,-0.0126953125,-0.94384765625
1604284208.584483,acc,-0.00390625,-0.0146484375,-0.94482421875
1604284208.6347005,acc,-0.00439453125,-0.013671875,-0.94482421875
1604284208.6850908,acc,-0.00341796875,-0.01416015625,-0.9453125
1604284208.6873877,acc,-0.00439453125,-0.013671875,-0.9443359375
1604284208.7344167,acc,-0.00439453125,-0.01318359375,-0.94384765625
1604284208.7844515,acc,-0.00341796875,-0.01416015625,-0.943359375
1604284208.8346045,acc,-0.00439453125,-0.01318359375,-0.94384765625
1604284208.884399,acc,-0.0048828125,-0.01318359375,-0.9443359375
1604284208.8855865,acc,-0.00439453125,-0.0126953125,-0.9453125
1604284208.934459,acc,-0.0048828125,-0.01416015625,-0.94384765625
1604284208.984453,acc,-0.0048828125,-0.01416015625,-0.943359375
1604284209.035021,acc,-0.00390625,-0.0146484375,-0.94287109375
1604284209.0847697,acc,-0.00537109375,-0.01416015625,-0.9443359375
1604284209.1355503,acc,-0.00537109375,-0.013671875,-0.94384765625
1604284209.1361938,acc,-0.00439453125,-0.01318359375,-0.943359375
1604284209.1844482,acc,-0.00537109375,-0.01416015625,-0.94482421875
1604284209.2348304,acc,-0.0048828125,-0.0126953125,-0.943359375
1604284209.236294,acc,-0.00537109375,-0.01318359375,-0.94384765625
1604284209.2844594,acc,-0.00537109375,-0.013671875,-0.9443359375
1604284209.3344648,acc,-0.00439453125,-0.01220703125,-0.94482421875
1604284209.3844993,acc,-0.00439453125,-0.01318359375,-0.94482421875
1604284209.4344974,acc,-0.005859375,-0.013671875,-0.94482421875
1604284209.4355307,acc,-0.00537109375,-0.0126953125,-0.94482421875
1604284209.4846623,acc,-0.00439453125,-0.01318359375,-0.943359375
1604284209.5348244,acc,-0.02880859375,0.00048828125,-0.94287109375
1604284209.5850527,acc,0.01123046875,0.07568359375,-0.94677734375
1604284209.6346104,acc,-0.07421875,-0.0791015625,-0.93115234375
1604284209.6360571,acc,0.03857421875,-0.06689453125,-0.9521484375
1604284209.6846852,acc,-0.04443359375,0.0751953125,-0.93798828125
1604284209.7347128,acc,0.02490234375,-0.017578125,-0.94775390625
1604284209.7846837,acc,0.05712890625,0.02099609375,-0.9453125
1604284209.7858152,acc,-0.072265625,-0.06201171875,-0.93896484375
1604284209.8347697,acc,0.0029296875,-0.00927734375,-0.943359375
1604284209.8848403,acc,0.0087890625,-0.0078125,-0.9423828125
1604284209.934756,acc,-0.0078125,-0.01318359375,-0.94287109375
1604284209.9850223,acc,-0.00537109375,-0.01513671875,-0.9443359375
1604284210.035503,acc,-0.00634765625,-0.0322265625,-0.94482421875
1604284210.0365388,acc,0.01220703125,0.05908203125,-0.9462890625
1604284210.0847583,acc,-0.0498046875,-0.07861328125,-0.93505859375
1604284210.134774,acc,-0.0234375,0.0546875,-0.94384765625
1604284210.1847544,acc,-0.03466796875,0.1015625,-0.94580078125
1604284210.1857443,acc,-0.0712890625,-0.0380859375,-0.92578125
1604284210.2346015,acc,-0.01025390625,0.00048828125,-0.951171875
1604284210.2850275,acc,0.001953125,-0.02685546875,-0.94140625
1604284210.3346226,acc,0.02685546875,-0.10888671875,-0.94580078125
1604284210.3848412,acc,-0.0029296875,0.00732421875,-0.943359375
1604284210.3859904,acc,0.00341796875,-0.00439453125,-0.943359375
1604284210.4348862,acc,-0.0068359375,-0.0224609375,-0.9443359375
1604284210.4858685,acc,-0.005859375,-0.01904296875,-0.9443359375
1604284210.5347722,acc,-0.00537109375,-0.01806640625,-0.9453125
1604284210.535979,acc,0.01123046875,-0.0400390625,-0.9453125
1604284210.5848002,acc,-0.02685546875,-0.1083984375,-0.94775390625
1604284210.6347828,acc,-0.04541015625,0.16748046875,-0.9345703125
1604284210.6846986,acc,-0.068359375,0.0390625,-0.92578125
1604284210.7347846,acc,0.02197265625,-0.009765625,-0.95556640625
1604284210.7360058,acc,0.0107421875,-0.01123046875,-0.94873046875
1604284210.7847116,acc,0.021484375,0.0185546875,-0.93359375
1604284210.8348129,acc,0.01318359375,0.06005859375,-0.9326171875
1604284210.884991,acc,0.0224609375,-0.15771484375,-0.95166015625
1604284210.935268,acc,0.00537109375,-0.0205078125,-0.9443359375
1604284210.9367275,acc,-0.00439453125,-0.013671875,-0.94384765625
1604284210.984761,acc,-0.009765625,-0.0263671875,-0.94482421875
1604284211.0347922,acc,-0.09423828125,-0.0517578125,-0.97216796875
1604284211.0847168,acc,-0.00048828125,-0.05078125,-0.94091796875
1604284211.134906,acc,-0.03955078125,-0.17236328125,-0.96435546875
1604284211.136023,acc,-0.1025390625,-0.07861328125,-1.10693359375
1604284211.1847503,acc,-0.166015625,-0.04541015625,-1.27294921875
1604284211.2347796,acc,-0.22998046875,-0.1748046875,-1.20556640625
1604284211.284734,acc,-0.2958984375,-0.20361328125,-1.07568359375
1604284211.3349745,acc,-0.24560546875,-0.18994140625,-1.0673828125
1604284211.3853931,acc,-0.18701171875,-0.205078125,-0.96826171875
1604284211.386559,acc,0.001953125,-0.1376953125,-1.06201171875
1604284211.4348028,acc,0.17724609375,-0.15869140625,-0.8642578125
1604284211.4845164,acc,0.212890625,-0.07275390625,-0.72900390625
1604284211.4855552,acc,0.474609375,-0.1083984375,-0.77099609375
1604284211.5347428,acc,0.4921875,-0.0224609375,-0.76123046875
1604284211.5844715,acc,0.576171875,0.02294921875,-0.70361328125
1604284211.6346037,acc,0.56884765625,0.16015625,-0.64208984375
1604284211.6844547,acc,0.46044921875,0.21875,-0.56640625
1604284211.685514,acc,0.4599609375,0.37353515625,-0.615234375
1604284211.7345212,acc,0.35791015625,0.42919921875,-0.5849609375
1604284211.7847571,acc,0.13916015625,0.4951171875,-0.59033203125
1604284211.8349981,acc,-0.013671875,0.70068359375,-0.6416015625
1604284211.8844733,acc,-0.05126953125,0.6435546875,-0.63232421875
1604284211.8855948,acc,-0.09423828125,0.80078125,-0.830078125
1604284211.934436,acc,-0.0625,0.80615234375,-0.8251953125
1604284211.9844651,acc,-0.13525390625,0.74951171875,-0.85205078125
1604284212.0346105,acc,-0.1103515625,0.81005859375,-0.9580078125
1604284212.0357165,acc,-0.03955078125,0.7216796875,-0.77392578125
1604284212.0844495,acc,-0.01318359375,0.6767578125,-0.6884765625
1604284212.1344612,acc,0.03759765625,0.6240234375,-0.62548828125
1604284212.1844673,acc,0.0712890625,0.60595703125,-0.4970703125
1604284212.23475,acc,0.13720703125,0.51416015625,-0.53515625
1604284212.2849994,acc,0.197265625,0.626953125,-0.544921875
1604284212.2862284,acc,0.31005859375,0.560546875,-0.54443359375
1604284212.3344612,acc,0.244140625,0.494140625,-0.5927734375
1604284212.3844497,acc,0.25439453125,0.63427734375,-0.611328125
1604284212.4344463,acc,0.23828125,0.59375,-0.61474609375
1604284212.435469,acc,0.20703125,0.61328125,-0.65185546875
1604284212.4846835,acc,0.17919921875,0.619140625,-0.6162109375
1604284212.5348504,acc,0.2509765625,0.60791015625,-0.67431640625
1604284212.584664,acc,0.201171875,0.61865234375,-0.70068359375
1604284212.6346748,acc,0.16748046875,0.63037109375,-0.7314453125
1604284212.6357973,acc,0.11474609375,0.703125,-0.7060546875
1604284212.6849277,acc,0.14453125,0.548828125,-0.70361328125
1604284212.7355752,acc,0.16552734375,0.6279296875,-0.7568359375
1604284212.7846956,acc,0.12939453125,0.625,-0.716796875
1604284212.7857869,acc,0.1328125,0.6220703125,-0.6953125
1604284212.834762,acc,0.13671875,0.6494140625,-0.70361328125
1604284212.8846982,acc,0.08740234375,0.5380859375,-0.7607421875
1604284212.9346895,acc,-0.00341796875,0.669921875,-0.568359375
1604284212.9848075,acc,-0.02880859375,0.65185546875,-0.7109375
1604284212.9858947,acc,0.0390625,0.60791015625,-0.76806640625
1604284213.0347645,acc,0.0,0.63720703125,-0.5576171875
1604284213.0846813,acc,0.02294921875,0.60546875,-0.71142578125
1604284213.1348746,acc,0.05908203125,0.56982421875,-0.74267578125
1604284213.1852539,acc,0.0458984375,0.609375,-0.6025390625
1604284213.1870432,acc,0.07666015625,0.63671875,-0.6884765625
1604284213.2346992,acc,0.11962890625,0.65478515625,-0.6806640625
1604284213.2847555,acc,0.150390625,0.7099609375,-0.6044921875
1604284213.3347435,acc,0.17724609375,0.71337890625,-0.58349609375
1604284213.3847008,acc,0.13671875,0.74169921875,-0.626953125
1604284213.3857386,acc,0.1650390625,0.74462890625,-0.56591796875
1604284213.434765,acc,0.197265625,0.77197265625,-0.58251953125
1604284213.4850667,acc,0.17333984375,0.76806640625,-0.4970703125
1604284213.5346482,acc,0.15966796875,0.78173828125,-0.4775390625
1604284213.5357583,acc,0.19287109375,0.79248046875,-0.47998046875
1604284213.5851252,acc,0.20361328125,0.67919921875,-0.474609375
1604284213.6356692,acc,0.14404296875,0.76513671875,-0.47802734375
1604284213.6848521,acc,0.1728515625,0.77197265625,-0.45654296875
1604284213.7349384,acc,0.23583984375,0.79443359375,-0.46630859375
1604284213.7360349,acc,0.13720703125,0.83349609375,-0.48388671875
1604284213.78486,acc,0.16259765625,0.79443359375,-0.482421875
1604284213.8347678,acc,0.19873046875,0.76904296875,-0.455078125
1604284213.884788,acc,0.166015625,0.78173828125,-0.43798828125
1604284213.9348953,acc,0.16650390625,0.80224609375,-0.49755859375
1604284213.935837,acc,0.16455078125,0.7939453125,-0.48486328125
1604284213.9847496,acc,0.15625,0.8056640625,-0.4521484375
1604284214.0350115,acc,0.158203125,0.77783203125,-0.47998046875
1604284214.0850134,acc,0.17822265625,0.8203125,-0.4755859375
1604284214.1348648,acc,0.16015625,0.7314453125,-0.458984375
1604284214.1360219,acc,0.26025390625,0.818359375,-0.50439453125
1604284214.1848373,acc,0.1572265625,0.74072265625,-0.48828125
1604284214.2348547,acc,0.2216796875,0.87158203125,-0.484375
1604284214.2847607,acc,0.17822265625,0.74267578125,-0.46826171875
1604284214.2857165,acc,0.19384765625,0.76416015625,-0.47998046875
1604284214.3347151,acc,0.18115234375,0.77685546875,-0.46240234375
1604284214.3848221,acc,0.18408203125,0.783203125,-0.4267578125
1604284214.4347358,acc,0.1884765625,0.82958984375,-0.421875
1604284214.4850817,acc,0.185546875,0.80615234375,-0.47265625
1604284214.5354593,acc,0.1962890625,0.74853515625,-0.45166015625
1604284214.536408,acc,0.20849609375,0.90966796875,-0.46875
1604284214.58477,acc,0.21337890625,0.6767578125,-0.48681640625
1604284214.634856,acc,0.22216796875,0.869140625,-0.3955078125
1604284214.684775,acc,0.2158203125,0.734375,-0.40673828125
1604284214.6857088,acc,0.193359375,0.87353515625,-0.4599609375
1604284214.7347155,acc,0.240234375,0.87158203125,-0.39990234375
1604284214.7848706,acc,0.2216796875,0.7431640625,-0.404296875
1604284214.8348343,acc,0.2412109375,0.76806640625,-0.44384765625
1604284214.884823,acc,0.24951171875,0.8056640625,-0.4443359375
1604284214.8859916,acc,0.2138671875,0.7998046875,-0.421875
1604284214.9349992,acc,0.2275390625,0.80126953125,-0.46630859375
1604284214.9853983,acc,0.251953125,0.791015625,-0.453125
1604284215.0348833,acc,0.2421875,0.783203125,-0.41259765625
1604284215.0362115,acc,0.2412109375,0.7880859375,-0.46923828125
1604284215.0847986,acc,0.244140625,0.775390625,-0.44580078125
1604284215.1348243,acc,0.2431640625,0.77294921875,-0.42333984375
1604284215.184805,acc,0.24365234375,0.77783203125,-0.47216796875
1604284215.2347271,acc,0.2451171875,0.77783203125,-0.4599609375
1604284215.2356384,acc,0.24609375,0.77392578125,-0.4326171875
1604284215.2845047,acc,0.2333984375,0.771484375,-0.4755859375
1604284215.3348255,acc,0.24169921875,0.7685546875,-0.486328125
1604284215.3848515,acc,0.23583984375,0.7744140625,-0.4765625
1604284215.4351578,acc,0.2451171875,0.79248046875,-0.48193359375
1604284215.4366746,acc,0.23876953125,0.7529296875,-0.48681640625
1604284215.5348601,acc,0.24658203125,0.845703125,-0.47314453125
1604284215.5359683,acc,0.26123046875,0.80810546875,-0.48486328125
1604284215.5847268,acc,0.20458984375,0.72607421875,-0.4716796875
1604284215.634822,acc,0.2724609375,0.59375,-0.4619140625
1604284215.635893,acc,0.24658203125,0.8173828125,-0.49365234375
1604284215.685277,acc,0.21923828125,0.7861328125,-0.5107421875
1604284215.734788,acc,0.255859375,0.7353515625,-0.4853515625
