y,timestampOne,x,type,z
0.0166015625,1602787882.3878284,0.0009765625,acc,-0.99755859375
0.0166015625,1602787882.3878284,0.0009765625,acc,-0.99755859375
-0.5487805008888245,1602787882.389218,-0.3658536672592163,gyro,-0.4268292784690857
0.01708984375,1602787882.3900301,0.00341796875,acc,-0.9970703125
-0.4878048896789551,1602787882.3959045,-0.4268292784690857,gyro,-0.4268292784690857
0.0166015625,1602787882.4362323,0.00390625,acc,-1.00048828125
-0.4878048896789551,1602787882.437649,-0.3658536672592163,gyro,-0.4268292784690857
0.017578125,1602787882.4385898,0.00146484375,acc,-1.00048828125
-0.4878048896789551,1602787882.4528704,-0.3658536672592163,gyro,-0.3658536672592163
0.0166015625,1602787882.4838605,0.00048828125,acc,-0.998046875
-0.4878048896789551,1602787882.4851518,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787882.535006,0.00341796875,acc,-0.998046875
-0.5487805008888245,1602787882.5426958,-0.3658536672592163,gyro,-0.4268292784690857
0.0166015625,1602787882.5821269,0.00390625,acc,-0.9990234375
-0.4878048896789551,1602787882.5829396,-0.4268292784690857,gyro,-0.4268292784690857
0.0166015625,1602787882.5835452,0.00146484375,acc,-0.99951171875
-0.4878048896789551,1602787882.5841792,-0.3658536672592163,gyro,-0.3658536672592163
0.017578125,1602787882.6307213,0.00341796875,acc,-0.99853515625
-0.4878048896789551,1602787882.6317673,-0.3658536672592163,gyro,-0.4268292784690857
0.01708984375,1602787882.678841,0.00341796875,acc,-0.99951171875
-0.5487805008888245,1602787882.6801803,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787882.7281868,0.0,acc,-0.9990234375
-0.4878048896789551,1602787882.7290142,-0.4268292784690857,gyro,-0.3658536672592163
0.015625,1602787882.7821054,0.0009765625,acc,-0.99951171875
-0.4268292784690857,1602787882.7833943,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787882.7844925,0.00341796875,acc,-0.99951171875
-0.4878048896789551,1602787882.7856207,-0.4268292784690857,gyro,-0.3658536672592163
0.01708984375,1602787882.82552,0.00244140625,acc,-0.99853515625
-0.4878048896789551,1602787882.8262982,-0.4268292784690857,gyro,-0.3658536672592163
0.01611328125,1602787882.9230735,0.00048828125,acc,-0.998046875
-0.4878048896789551,1602787882.9237356,-0.3658536672592163,gyro,-0.4268292784690857
0.015625,1602787882.9246554,0.001953125,acc,-0.99853515625
-0.4878048896789551,1602787882.9253101,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787883.0207217,0.00244140625,acc,-0.99755859375
-0.4878048896789551,1602787883.0248945,-0.4268292784690857,gyro,-0.4268292784690857
0.0166015625,1602787883.1188233,0.00146484375,acc,-0.998046875
-0.4878048896789551,1602787883.120818,-0.4268292784690857,gyro,-0.3658536672592163
0.01806640625,1602787883.1383283,0.00146484375,acc,-0.998046875
-0.4878048896789551,1602787883.14947,-0.3658536672592163,gyro,-0.4268292784690857
0.01708984375,1602787883.166919,0.0048828125,acc,-0.9990234375
-0.4878048896789551,1602787883.1692584,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787883.216419,0.00341796875,acc,-0.998046875
-0.4878048896789551,1602787883.2183955,-0.3658536672592163,gyro,-0.4268292784690857
0.01708984375,1602787883.2313507,0.001953125,acc,-0.99853515625
-0.4268292784690857,1602787883.241143,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787883.2647882,0.00244140625,acc,-0.9990234375
-0.4878048896789551,1602787883.2781343,-0.4268292784690857,gyro,-0.3658536672592163
0.01708984375,1602787883.2795615,0.00341796875,acc,-0.9990234375
-0.5487805008888245,1602787883.2808762,-0.3658536672592163,gyro,-0.3658536672592163
0.01708984375,1602787883.3140922,0.001953125,acc,-0.9990234375
-0.4878048896789551,1602787883.320402,-0.4268292784690857,gyro,-0.3658536672592163
0.015625,1602787883.3235402,0.00146484375,acc,-0.99755859375
-0.4878048896789551,1602787883.3246436,-0.4268292784690857,gyro,-0.4268292784690857
0.01708984375,1602787883.3638294,0.00244140625,acc,-0.99853515625
-0.4878048896789551,1602787883.3655198,-0.4268292784690857,gyro,-0.4268292784690857
0.01611328125,1602787883.4107125,0.00244140625,acc,-0.99853515625
-0.4878048896789551,1602787883.4119308,-0.3658536672592163,gyro,-0.3658536672592163
0.017578125,1602787883.4602973,0.001953125,acc,-0.99853515625
-0.4878048896789551,1602787883.4617553,-0.3658536672592163,gyro,-0.4268292784690857
0.01708984375,1602787883.5086477,0.00244140625,acc,-0.998046875
-0.4878048896789551,1602787883.5283957,-0.4268292784690857,gyro,-0.3658536672592163
0.01708984375,1602787883.5336587,0.00390625,acc,-0.99755859375
-0.4878048896789551,1602787883.538732,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787883.5574489,0.00146484375,acc,-0.99853515625
-0.4878048896789551,1602787883.5600913,-0.3658536672592163,gyro,-0.4268292784690857
0.015625,1602787883.609163,0.00146484375,acc,-0.99853515625
-0.4878048896789551,1602787883.613179,-0.3658536672592163,gyro,-0.4268292784690857
0.01611328125,1602787883.6548588,0.00439453125,acc,-0.998046875
-0.4878048896789551,1602787883.6562138,-0.4268292784690857,gyro,-0.3658536672592163
0.01708984375,1602787883.7041197,0.00341796875,acc,-0.99853515625
-0.4878048896789551,1602787883.7060394,-0.3658536672592163,gyro,-0.3658536672592163
0.01708984375,1602787883.7522573,0.00048828125,acc,-0.99853515625
-0.4878048896789551,1602787883.7538621,-0.4268292784690857,gyro,-0.4268292784690857
0.01708984375,1602787883.7717774,0.00244140625,acc,-1.00048828125
-0.4878048896789551,1602787883.7845218,-0.4268292784690857,gyro,-0.4268292784690857
0.0166015625,1602787883.8004692,0.00390625,acc,-0.99853515625
-0.4878048896789551,1602787883.8025734,-0.4268292784690857,gyro,-0.4268292784690857
0.015625,1602787883.897828,0.0,acc,-0.9970703125
-0.4878048896789551,1602787883.899049,-0.4268292784690857,gyro,-0.4268292784690857
0.01708984375,1602787883.9003916,0.00244140625,acc,-0.99755859375
-0.4878048896789551,1602787883.9017162,-0.4268292784690857,gyro,-0.4268292784690857
0.0166015625,1602787883.9469504,0.00537109375,acc,-0.99755859375
-0.4268292784690857,1602787883.9955244,-0.3658536672592163,gyro,-0.3658536672592163
0.01708984375,1602787883.9970486,0.001953125,acc,-0.9990234375
-0.4878048896789551,1602787883.9982953,-0.3658536672592163,gyro,-0.3658536672592163
0.015625,1602787883.999593,-0.00146484375,acc,-0.99951171875
-0.4878048896789551,1602787884.044658,-0.4268292784690857,gyro,-0.4268292784690857
0.01708984375,1602787884.0462148,0.00634765625,acc,-0.998046875
-0.4878048896789551,1602787884.0482597,-0.4268292784690857,gyro,-0.4878048896789551
0.0185546875,1602787884.0931857,0.005859375,acc,-0.99853515625
-0.4878048896789551,1602787884.094454,-0.4268292784690857,gyro,-0.3658536672592163
0.01416015625,1602787884.1417,-0.001953125,acc,-0.99853515625
-0.4878048896789551,1602787884.143693,-0.3658536672592163,gyro,-0.3048780560493469
0.01708984375,1602787884.1911435,0.0,acc,-0.9990234375
-0.4268292784690857,1602787884.192688,-0.3658536672592163,gyro,-0.4268292784690857
0.01806640625,1602787884.2402267,0.0078125,acc,-0.99853515625
-0.4878048896789551,1602787884.2420728,-0.3658536672592163,gyro,-0.4268292784690857
0.0166015625,1602787884.2433703,0.001953125,acc,-0.9990234375
-0.4878048896789551,1602787884.2444725,-0.3658536672592163,gyro,-0.3048780560493469
0.01513671875,1602787884.337457,-0.00341796875,acc,-0.998046875
-0.5487805008888245,1602787884.3390687,-0.3658536672592163,gyro,-0.3658536672592163
0.01708984375,1602787884.341926,0.00537109375,acc,-0.998046875
-0.4878048896789551,1602787884.3440492,-0.4268292784690857,gyro,-0.4268292784690857
0.01806640625,1602787884.4349852,0.0068359375,acc,-0.99853515625
-0.4878048896789551,1602787884.4374413,-0.3658536672592163,gyro,-0.3658536672592163
0.01513671875,1602787884.441219,-0.001953125,acc,-1.00048828125
-0.4268292784690857,1602787884.444752,-0.3048780560493469,gyro,-0.3048780560493469
0.017578125,1602787884.482936,0.00048828125,acc,-0.99951171875
-0.4878048896789551,1602787884.4848735,-0.4268292784690857,gyro,-0.3658536672592163
0.017578125,1602787884.48753,0.00830078125,acc,-0.99755859375
-0.4878048896789551,1602787884.4904356,-0.4268292784690857,gyro,-0.4268292784690857
0.0166015625,1602787884.5807028,0.001953125,acc,-0.9990234375
-0.4878048896789551,1602787884.582634,-0.3658536672592163,gyro,-0.3658536672592163
0.01513671875,1602787884.5850534,-0.0029296875,acc,-0.99853515625
-0.4878048896789551,1602787884.5871382,-0.3658536672592163,gyro,-0.4268292784690857
0.01708984375,1602787884.6302512,0.005859375,acc,-0.9990234375
-0.4878048896789551,1602787884.632619,-0.4268292784690857,gyro,-0.4878048896789551
0.01708984375,1602787884.6782033,0.0048828125,acc,-0.9990234375
-0.4878048896789551,1602787884.7272165,-0.3658536672592163,gyro,-0.3658536672592163
0.015625,1602787884.7770288,-0.00146484375,acc,-0.99755859375
-0.4878048896789551,1602787884.7785847,-0.3658536672592163,gyro,-0.3658536672592163
0.01708984375,1602787884.7820919,0.00390625,acc,-0.99755859375
-0.4878048896789551,1602787884.7844484,-0.4268292784690857,gyro,-0.4268292784690857
0.01611328125,1602787884.8738961,0.005859375,acc,-0.9970703125
-0.4878048896789551,1602787884.9228122,-0.3658536672592163,gyro,-0.4268292784690857
0.017578125,1602787884.9710133,0.00146484375,acc,-0.9990234375
-0.4878048896789551,1602787885.019496,-0.3658536672592163,gyro,-0.3658536672592163
0.01513671875,1602787885.0246732,0.00048828125,acc,-0.99951171875
-0.4878048896789551,1602787885.0279174,-0.4268292784690857,gyro,-0.4268292784690857
0.017578125,1602787885.0383282,0.005859375,acc,-0.99853515625
-0.4268292784690857,1602787885.1175985,-0.4268292784690857,gyro,-0.4268292784690857
0.0166015625,1602787885.119254,0.00341796875,acc,-0.99853515625
-0.4878048896789551,1602787885.1241758,-0.4268292784690857,gyro,-0.3658536672592163
0.015625,1602787885.1264012,-0.00048828125,acc,-0.99755859375
-0.4878048896789551,1602787885.1657867,-0.3658536672592163,gyro,-0.3658536672592163
0.01806640625,1602787885.1677852,0.0029296875,acc,-0.99853515625
