y,timestampOne,x,z,type
-0.4268292784690857,1602787883.7827706,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787883.8126698,-0.0361328125,-0.98583984375,acc
-0.4268292784690857,1602787883.8139467,-0.7317073345184326,-0.12195122241973877,gyro
-0.0322265625,1602787883.815004,-0.03662109375,-0.9873046875,acc
-0.4268292784690857,1602787883.815969,-0.7317073345184326,-0.12195122241973877,gyro
-0.02685546875,1602787883.9096649,-0.0341796875,-0.98681640625,acc
-0.4878048896789551,1602787883.9127893,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787883.958911,-0.03515625,-0.9873046875,acc
-0.4268292784690857,1602787883.9604628,-0.6707317233085632,-0.12195122241973877,gyro
-0.03369140625,1602787883.962746,-0.037109375,-0.9873046875,acc
-0.4878048896789551,1602787883.966331,-0.6707317233085632,-0.12195122241973877,gyro
-0.0302734375,1602787884.0078356,-0.03466796875,-0.98681640625,acc
-0.4878048896789551,1602787884.0092988,-0.7317073345184326,-0.12195122241973877,gyro
-0.02587890625,1602787884.0114975,-0.0322265625,-0.98583984375,acc
-0.4268292784690857,1602787884.0128999,-0.7317073345184326,-0.12195122241973877,gyro
-0.033203125,1602787884.0555186,-0.037109375,-0.9873046875,acc
-0.3658536672592163,1602787884.0569448,-0.7317073345184326,-0.12195122241973877,gyro
-0.0341796875,1602787884.1051452,-0.037109375,-0.98779296875,acc
-0.4268292784690857,1602787884.1064818,-0.7317073345184326,-0.12195122241973877,gyro
-0.02490234375,1602787884.202194,-0.03271484375,-0.9853515625,acc
-0.4268292784690857,1602787884.2035046,-0.792682945728302,-0.060975611209869385,gyro
-0.0302734375,1602787884.2083895,-0.03369140625,-0.986328125,acc
-0.4268292784690857,1602787884.2103987,-0.6707317233085632,-0.12195122241973877,gyro
-0.03564453125,1602787884.2508402,-0.03857421875,-0.98828125,acc
-0.4268292784690857,1602787884.25247,-0.6707317233085632,-0.12195122241973877,gyro
-0.0302734375,1602787884.3491275,-0.0341796875,-0.9853515625,acc
-0.4878048896789551,1602787884.3513458,-0.792682945728302,-0.060975611209869385,gyro
-0.025390625,1602787884.352654,-0.0302734375,-0.9853515625,acc
-0.4878048896789551,1602787884.3541577,-0.792682945728302,-0.12195122241973877,gyro
-0.03173828125,1602787884.446293,-0.0361328125,-0.98779296875,acc
-0.4268292784690857,1602787884.4481146,-0.6707317233085632,-0.18292683362960815,gyro
-0.03662109375,1602787884.4493823,-0.0390625,-0.9873046875,acc
-0.4268292784690857,1602787884.451243,-0.7317073345184326,-0.12195122241973877,gyro
-0.0263671875,1602787884.5439475,-0.03369140625,-0.98681640625,acc
-0.4268292784690857,1602787884.5459304,-0.792682945728302,-0.060975611209869385,gyro
-0.029296875,1602787884.5480943,-0.03173828125,-0.98779296875,acc
-0.4268292784690857,1602787884.551039,-0.7317073345184326,-0.12195122241973877,gyro
-0.03515625,1602787884.5919468,-0.03857421875,-0.9873046875,acc
-0.4268292784690857,1602787884.5950851,-0.6707317233085632,-0.12195122241973877,gyro
-0.03173828125,1602787884.5964606,-0.03564453125,-0.98779296875,acc
-0.4878048896789551,1602787884.6008809,-0.7317073345184326,-0.060975611209869385,gyro
-0.02587890625,1602787884.6410425,-0.03173828125,-0.9873046875,acc
-0.4878048896789551,1602787884.6424346,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787884.6902266,-0.0361328125,-0.986328125,acc
-0.4268292784690857,1602787884.6922061,-0.7317073345184326,-0.18292683362960815,gyro
-0.03515625,1602787884.6934893,-0.03759765625,-0.98828125,acc
-0.4878048896789551,1602787884.6955795,-0.7317073345184326,-0.12195122241973877,gyro
-0.02734375,1602787884.738789,-0.03369140625,-0.98681640625,acc
-0.4878048896789551,1602787884.7873101,-0.7317073345184326,-0.060975611209869385,gyro
-0.02978515625,1602787884.7895117,-0.03369140625,-0.986328125,acc
-0.4878048896789551,1602787884.791375,-0.7317073345184326,-0.12195122241973877,gyro
-0.033203125,1602787884.7948537,-0.0380859375,-0.98779296875,acc
-0.4268292784690857,1602787884.8357894,-0.7317073345184326,-0.18292683362960815,gyro
-0.02978515625,1602787884.837789,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787884.8419125,-0.7317073345184326,-0.12195122241973877,gyro
-0.02685546875,1602787884.8452072,-0.0322265625,-0.98583984375,acc
-0.4268292784690857,1602787884.8841112,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787884.8861182,-0.03759765625,-0.9873046875,acc
-0.4268292784690857,1602787884.9340143,-0.7317073345184326,-0.060975611209869385,gyro
-0.03466796875,1602787884.9361832,-0.037109375,-0.9873046875,acc
-0.4268292784690857,1602787884.9377503,-0.7317073345184326,-0.12195122241973877,gyro
-0.02880859375,1602787884.9816973,-0.033203125,-0.98583984375,acc
-0.4268292784690857,1602787884.983507,-0.792682945728302,-0.060975611209869385,gyro
-0.02978515625,1602787885.0304756,-0.03564453125,-0.98583984375,acc
-0.4268292784690857,1602787885.0317132,-0.7317073345184326,-0.12195122241973877,gyro
-0.03271484375,1602787885.0329328,-0.03759765625,-0.9873046875,acc
-0.4268292784690857,1602787885.0350728,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787885.0796564,-0.03369140625,-0.98828125,acc
-0.4878048896789551,1602787885.0810096,-0.6707317233085632,-0.060975611209869385,gyro
-0.0283203125,1602787885.1281343,-0.03369140625,-0.986328125,acc
-0.4878048896789551,1602787885.1300426,-0.7317073345184326,-0.060975611209869385,gyro
-0.029296875,1602787885.1775258,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787885.1796825,-0.7317073345184326,-0.12195122241973877,gyro
-0.03271484375,1602787885.2749836,-0.03515625,-0.98828125,acc
-0.4268292784690857,1602787885.2786217,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787885.2797813,-0.03515625,-0.98681640625,acc
-0.4878048896789551,1602787885.2806811,-0.7317073345184326,-0.060975611209869385,gyro
-0.03076171875,1602787885.3239744,-0.0341796875,-0.9873046875,acc
-0.4878048896789551,1602787885.3722353,-0.7317073345184326,-0.12195122241973877,gyro
-0.0322265625,1602787885.5180383,-0.0361328125,-0.98779296875,acc
-0.4878048896789551,1602787885.5212939,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787885.523821,-0.03564453125,-0.98779296875,acc
-0.4878048896789551,1602787885.5258389,-0.6707317233085632,-0.060975611209869385,gyro
-0.0302734375,1602787885.56667,-0.033203125,-0.98681640625,acc
-0.4878048896789551,1602787885.5682406,-0.6707317233085632,-0.12195122241973877,gyro
-0.03076171875,1602787885.5707362,-0.0361328125,-0.98779296875,acc
-0.4878048896789551,1602787885.579027,-0.7317073345184326,-0.12195122241973877,gyro
-0.0322265625,1602787885.6157115,-0.0361328125,-0.98681640625,acc
-0.4268292784690857,1602787885.617096,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787885.6183324,-0.03369140625,-0.986328125,acc
-0.4268292784690857,1602787885.621202,-0.7317073345184326,-0.060975611209869385,gyro
-0.029296875,1602787885.6648602,-0.03369140625,-0.986328125,acc
-0.4268292784690857,1602787885.670767,-0.792682945728302,-0.12195122241973877,gyro
-0.03076171875,1602787885.6736271,-0.03662109375,-0.9873046875,acc
-0.4268292784690857,1602787885.676011,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787885.7134619,-0.03515625,-0.98583984375,acc
-0.5487805008888245,1602787885.714707,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787885.7157922,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787885.716938,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787885.810868,-0.03564453125,-0.9873046875,acc
-0.4268292784690857,1602787885.812149,-0.6707317233085632,-0.12195122241973877,gyro
-0.03125,1602787885.8132577,-0.03466796875,-0.986328125,acc
-0.4268292784690857,1602787885.8143017,-0.6707317233085632,-0.12195122241973877,gyro
-0.0302734375,1602787885.8597274,-0.0341796875,-0.9853515625,acc
-0.4268292784690857,1602787885.86086,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787885.9086432,-0.03564453125,-0.98681640625,acc
-0.3658536672592163,1602787885.9112961,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787885.9134958,-0.0341796875,-0.98681640625,acc
-0.4268292784690857,1602787885.9574056,-0.7317073345184326,-0.060975611209869385,gyro
-0.03076171875,1602787885.9585748,-0.03466796875,-0.9853515625,acc
-0.4878048896789551,1602787886.0064614,-0.792682945728302,-0.12195122241973877,gyro
-0.029296875,1602787886.0102656,-0.0341796875,-0.98681640625,acc
-0.4268292784690857,1602787886.0114355,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787886.0123906,-0.03515625,-0.98779296875,acc
-0.4268292784690857,1602787886.054749,-0.6707317233085632,-0.12195122241973877,gyro
-0.03076171875,1602787886.0560806,-0.03515625,-0.9873046875,acc
-0.4878048896789551,1602787886.0571475,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787886.103654,-0.03515625,-0.98583984375,acc
-0.4878048896789551,1602787886.104852,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787886.1524694,-0.03369140625,-0.9873046875,acc
-0.4268292784690857,1602787886.1580162,-0.7317073345184326,-0.060975611209869385,gyro
-0.03076171875,1602787886.159605,-0.0341796875,-0.986328125,acc
-0.4878048896789551,1602787886.1610985,-0.7317073345184326,-0.060975611209869385,gyro
-0.03076171875,1602787886.2012265,-0.03466796875,-0.98681640625,acc
-0.4268292784690857,1602787886.2025166,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787886.2501698,-0.03515625,-0.98681640625,acc
-0.4268292784690857,1602787886.2532787,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787886.2979949,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787886.2993371,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787886.3471441,-0.03662109375,-0.9873046875,acc
-0.4268292784690857,1602787886.3483803,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787886.349436,-0.03466796875,-0.98583984375,acc
-0.4268292784690857,1602787886.3503432,-0.6707317233085632,-0.12195122241973877,gyro
-0.0322265625,1602787886.396557,-0.0341796875,-0.98681640625,acc
-0.4878048896789551,1602787886.3982,-0.6707317233085632,-0.12195122241973877,gyro
-0.03076171875,1602787886.4437587,-0.03515625,-0.98681640625,acc
-0.4878048896789551,1602787886.4450722,-0.792682945728302,-0.060975611209869385,gyro
-0.02783203125,1602787886.4940813,-0.03466796875,-0.986328125,acc
-0.4268292784690857,1602787886.542619,-0.792682945728302,-0.12195122241973877,gyro
-0.02978515625,1602787886.5917068,-0.03466796875,-0.9873046875,acc
-0.4268292784690857,1602787886.5930884,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787886.5983584,-0.03662109375,-0.98779296875,acc
-0.4268292784690857,1602787886.6884143,-0.792682945728302,-0.12195122241973877,gyro
-0.0322265625,1602787886.6923316,-0.03466796875,-0.986328125,acc
-0.4268292784690857,1602787886.6959276,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787886.699457,-0.03369140625,-0.98583984375,acc
-0.4878048896789551,1602787886.7373834,-0.7317073345184326,-0.060975611209869385,gyro
-0.02978515625,1602787886.7400718,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787886.741424,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787886.7447133,-0.0361328125,-0.986328125,acc
-0.4878048896789551,1602787886.7858105,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787886.7885613,-0.037109375,-0.98681640625,acc
-0.4878048896789551,1602787886.7898178,-0.792682945728302,-0.060975611209869385,gyro
-0.03173828125,1602787886.7924979,-0.03564453125,-0.98681640625,acc
-0.4878048896789551,1602787886.8348722,-0.7317073345184326,-0.060975611209869385,gyro
-0.02978515625,1602787887.0297756,-0.0341796875,-0.98681640625,acc
-0.4878048896789551,1602787887.0313077,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787887.0346236,-0.03564453125,-0.986328125,acc
-0.4268292784690857,1602787887.036734,-0.6707317233085632,-0.12195122241973877,gyro
-0.0302734375,1602787887.0781274,-0.03564453125,-0.98779296875,acc
-0.4268292784690857,1602787887.0801194,-0.6707317233085632,-0.12195122241973877,gyro
-0.03125,1602787887.0828915,-0.0361328125,-0.98828125,acc
-0.4268292784690857,1602787887.0850804,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787887.176305,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787887.1776814,-0.7317073345184326,-0.060975611209869385,gyro
-0.03125,1602787887.1802983,-0.03564453125,-0.986328125,acc
-0.4268292784690857,1602787887.2241724,-0.792682945728302,-0.060975611209869385,gyro
-0.0302734375,1602787887.2265923,-0.03466796875,-0.986328125,acc
-0.4878048896789551,1602787887.2306442,-0.7317073345184326,-0.12195122241973877,gyro
-0.02783203125,1602787887.2341287,-0.03466796875,-0.98583984375,acc
-0.4268292784690857,1602787887.323305,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787887.3715456,-0.03466796875,-0.98779296875,acc
-0.3658536672592163,1602787887.3747327,-0.6707317233085632,-0.060975611209869385,gyro
-0.033203125,1602787887.420502,-0.03564453125,-0.98583984375,acc
-0.3658536672592163,1602787887.468637,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787887.4729257,-0.03369140625,-0.986328125,acc
-0.4878048896789551,1602787887.5172894,-0.6707317233085632,-0.060975611209869385,gyro
-0.03076171875,1602787887.5217078,-0.03515625,-0.98779296875,acc
-0.4878048896789551,1602787887.5230682,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787887.5243142,-0.03662109375,-0.986328125,acc
-0.4268292784690857,1602787887.5661275,-0.6707317233085632,-0.12195122241973877,gyro
-0.03125,1602787887.5721712,-0.0361328125,-0.98583984375,acc
-0.4878048896789551,1602787887.5781782,-0.6707317233085632,-0.12195122241973877,gyro
-0.02880859375,1602787887.5810206,-0.0341796875,-0.98486328125,acc
-0.4878048896789551,1602787887.6139596,-0.7317073345184326,-0.060975611209869385,gyro
-0.03271484375,1602787887.6166668,-0.0341796875,-0.98779296875,acc
-0.4268292784690857,1602787887.619702,-0.6707317233085632,-0.12195122241973877,gyro
-0.03173828125,1602787887.6235397,-0.03759765625,-0.98828125,acc
-0.4878048896789551,1602787887.6630886,-0.7317073345184326,-0.12195122241973877,gyro
-0.029296875,1602787887.6649547,-0.03564453125,-0.9873046875,acc
-0.4878048896789551,1602787887.6677876,-0.792682945728302,-0.060975611209869385,gyro
-0.029296875,1602787887.6725557,-0.0341796875,-0.9873046875,acc
-0.4268292784690857,1602787887.7117875,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787887.7146933,-0.03564453125,-0.98876953125,acc
-0.4268292784690857,1602787887.7161157,-0.6707317233085632,-0.12195122241973877,gyro
-0.033203125,1602787887.7186995,-0.03466796875,-0.98779296875,acc
-0.4268292784690857,1602787887.8092108,-0.6707317233085632,-0.12195122241973877,gyro
-0.02978515625,1602787887.8126285,-0.03369140625,-0.98681640625,acc
-0.4268292784690857,1602787887.817064,-0.7317073345184326,-0.060975611209869385,gyro
-0.0302734375,1602787887.8202386,-0.03466796875,-0.98779296875,acc
-0.4268292784690857,1602787887.8582973,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787887.8603697,-0.03564453125,-0.9873046875,acc
-0.4878048896789551,1602787887.8615835,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787887.8628528,-0.03466796875,-0.98583984375,acc
-0.4268292784690857,1602787887.9073408,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787887.9087481,-0.033203125,-0.9873046875,acc
-0.4268292784690857,1602787887.9098332,-0.7317073345184326,-0.060975611209869385,gyro
-0.03125,1602787887.9107773,-0.03564453125,-0.98681640625,acc
-0.4268292784690857,1602787887.95656,-0.7317073345184326,-0.060975611209869385,gyro
-0.0302734375,1602787887.9597867,-0.03564453125,-0.98681640625,acc
-0.4268292784690857,1602787887.9611344,-0.7317073345184326,-0.12195122241973877,gyro
-0.02783203125,1602787887.9627728,-0.03466796875,-0.98583984375,acc
-0.4268292784690857,1602787888.004577,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787888.0071878,-0.0341796875,-0.98681640625,acc
-0.4268292784690857,1602787888.008998,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787888.053682,-0.037109375,-0.9873046875,acc
-0.4268292784690857,1602787888.055634,-0.792682945728302,-0.060975611209869385,gyro
-0.03076171875,1602787888.1026964,-0.0341796875,-0.98828125,acc
-0.4268292784690857,1602787888.1510706,-0.7317073345184326,-0.060975611209869385,gyro
-0.02978515625,1602787888.15343,-0.033203125,-0.98681640625,acc
-0.4268292784690857,1602787888.1546702,-0.7317073345184326,-0.18292683362960815,gyro
-0.02978515625,1602787888.1558614,-0.03564453125,-0.98828125,acc
-0.4268292784690857,1602787888.1997123,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787888.2034624,-0.03466796875,-0.98828125,acc
-0.4268292784690857,1602787888.204792,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787888.2486038,-0.03466796875,-0.986328125,acc
-0.4878048896789551,1602787888.2498434,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787888.296712,-0.03466796875,-0.986328125,acc
-0.4878048896789551,1602787888.298536,-0.6707317233085632,-0.12195122241973877,gyro
-0.0302734375,1602787888.3002381,-0.03466796875,-0.98779296875,acc
-0.4268292784690857,1602787888.30272,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787888.3457155,-0.03369140625,-0.9873046875,acc
-0.4268292784690857,1602787888.3469436,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787888.443236,-0.0361328125,-0.9873046875,acc
-0.4268292784690857,1602787888.4451401,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787888.4484632,-0.03466796875,-0.98779296875,acc
-0.4268292784690857,1602787888.4510143,-0.7317073345184326,-0.12195122241973877,gyro
-0.0322265625,1602787888.4917324,-0.03564453125,-0.98779296875,acc
-0.4268292784690857,1602787888.4939203,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787888.540794,-0.03564453125,-0.98681640625,acc
-0.4268292784690857,1602787888.5442686,-0.6707317233085632,-0.060975611209869385,gyro
-0.02978515625,1602787888.5480359,-0.03564453125,-0.98681640625,acc
-0.4268292784690857,1602787888.551114,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787888.5901263,-0.03466796875,-0.98681640625,acc
-0.4268292784690857,1602787888.591798,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787888.638779,-0.03515625,-0.98681640625,acc
-0.4268292784690857,1602787888.6400301,-0.7317073345184326,-0.12195122241973877,gyro
-0.03125,1602787888.6866772,-0.03466796875,-0.98779296875,acc
-0.4268292784690857,1602787888.6882734,-0.7317073345184326,-0.060975611209869385,gyro
-0.0302734375,1602787888.7849913,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787888.7877665,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787888.7919445,-0.03466796875,-0.9873046875,acc
-0.4268292784690857,1602787888.795647,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787888.833358,-0.03564453125,-0.9873046875,acc
-0.4268292784690857,1602787888.835348,-0.7317073345184326,-0.12195122241973877,gyro
-0.03173828125,1602787888.8366618,-0.03466796875,-0.98583984375,acc
-0.4268292784690857,1602787888.840302,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787888.9303951,-0.0341796875,-0.9873046875,acc
-0.4268292784690857,1602787888.9323516,-0.792682945728302,-0.060975611209869385,gyro
-0.0302734375,1602787888.933614,-0.03369140625,-0.9873046875,acc
-0.4268292784690857,1602787888.9348805,-0.792682945728302,-0.12195122241973877,gyro
-0.03125,1602787888.980079,-0.03515625,-0.98583984375,acc
-0.4268292784690857,1602787889.029557,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787889.0323665,-0.03515625,-0.98681640625,acc
-0.4878048896789551,1602787889.0347126,-0.792682945728302,-0.12195122241973877,gyro
-0.0302734375,1602787889.0382724,-0.03466796875,-0.98681640625,acc
-0.4878048896789551,1602787889.0774846,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787889.0796745,-0.0341796875,-0.9873046875,acc
-0.4878048896789551,1602787889.080935,-0.7317073345184326,-0.060975611209869385,gyro
-0.03076171875,1602787889.1253335,-0.03515625,-0.9853515625,acc
-0.4268292784690857,1602787889.1745353,-0.7317073345184326,-0.12195122241973877,gyro
-0.0302734375,1602787889.3718467,-0.033203125,-0.98681640625,acc
-0.4268292784690857,1602787889.3736002,-0.7317073345184326,-0.18292683362960815,gyro
-0.02978515625,1602787889.5166194,-0.0341796875,-0.9873046875,acc
-0.4268292784690857,1602787889.5646172,-0.6707317233085632,-0.12195122241973877,gyro
-0.03076171875,1602787889.6134324,-0.03515625,-0.986328125,acc
-0.4268292784690857,1602787889.6163876,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787889.6201794,-0.03466796875,-0.98681640625,acc
-0.4268292784690857,1602787889.6234336,-0.7317073345184326,-0.060975611209869385,gyro
-0.0302734375,1602787889.6623886,-0.03466796875,-0.98876953125,acc
-0.4268292784690857,1602787889.664307,-0.6707317233085632,-0.12195122241973877,gyro
-0.03125,1602787889.6656892,-0.0361328125,-0.98681640625,acc
-0.4268292784690857,1602787889.6684563,-0.7317073345184326,-0.12195122241973877,gyro
-0.02978515625,1602787889.7102373,-0.0361328125,-0.98583984375,acc
-0.4268292784690857,1602787889.7140183,-0.7317073345184326,-0.12195122241973877,gyro
-0.03076171875,1602787889.715437,-0.03515625,-0.98779296875,acc
-0.4268292784690857,1602787889.7165692,-0.7317073345184326,-0.060975611209869385,gyro
