y,timestampOne,x,z,type
-0.24390244483947754,1602787900.9578462,-0.3048780560493469,0.792682945728302,gyro
-0.24390244483947754,1602787900.9578462,-0.3048780560493469,0.792682945728302,gyro
0.12353515625,1602787900.9586697,-0.0625,-1.03515625,acc
-0.18292683362960815,1602787900.959362,-0.3048780560493469,-1.4634146690368652,gyro
0.03759765625,1602787901.0067,0.0048828125,-1.03759765625,acc
-0.060975611209869385,1602787901.009162,-0.4268292784690857,-2.1341464519500732,gyro
0.1435546875,1602787901.054812,-0.01220703125,-1.03466796875,acc
-0.24390244483947754,1602787901.1039774,-0.3658536672592163,1.7073171138763428,gyro
0.11279296875,1602787901.105168,-0.01171875,-1.03515625,acc
-0.18292683362960815,1602787901.1065106,-0.4268292784690857,1.7073171138763428,gyro
0.095703125,1602787901.1523526,-0.01611328125,-1.03369140625,acc
-0.18292683362960815,1602787901.153,-0.3658536672592163,0.4268292784690857,gyro
0.0986328125,1602787901.2009947,-0.0166015625,-1.03564453125,acc
-0.18292683362960815,1602787901.203029,-0.3658536672592163,-0.7317073345184326,gyro
0.09912109375,1602787901.204851,-0.0166015625,-1.03466796875,acc
-0.24390244483947754,1602787901.2061837,-0.3658536672592163,-0.3048780560493469,gyro
0.09765625,1602787901.249442,-0.0166015625,-1.03515625,acc
-0.18292683362960815,1602787901.2506008,-0.4268292784690857,-0.3048780560493469,gyro
0.09619140625,1602787901.2985923,-0.015625,-1.03759765625,acc
-0.18292683362960815,1602787901.2992208,-0.3048780560493469,-0.3658536672592163,gyro
0.09765625,1602787901.3474572,-0.01611328125,-1.03515625,acc
-0.18292683362960815,1602787901.348721,-0.3048780560493469,-0.3048780560493469,gyro
0.0986328125,1602787901.3954537,-0.01611328125,-1.03662109375,acc
-0.18292683362960815,1602787901.3966842,-0.3658536672592163,-0.3048780560493469,gyro
0.0966796875,1602787901.4926474,-0.01611328125,-1.03564453125,acc
-0.24390244483947754,1602787901.4939778,-0.3658536672592163,-0.3658536672592163,gyro
0.09716796875,1602787901.4956043,-0.01708984375,-1.0341796875,acc
-0.18292683362960815,1602787901.4962914,-0.3658536672592163,-0.3658536672592163,gyro
0.0986328125,1602787901.541591,-0.01611328125,-1.03515625,acc
-0.18292683362960815,1602787901.542999,-0.3048780560493469,-0.3658536672592163,gyro
0.09912109375,1602787901.5441043,-0.01806640625,-1.03564453125,acc
-0.18292683362960815,1602787901.54501,-0.3048780560493469,-0.3658536672592163,gyro
0.10888671875,1602787901.5913622,-0.0322265625,-1.03515625,acc
-0.24390244483947754,1602787901.593109,-0.3658536672592163,-0.6707317233085632,gyro
0.10791015625,1602787901.6396823,-0.005859375,-1.03564453125,acc
-0.18292683362960815,1602787901.640556,-0.3048780560493469,-2.1341464519500732,gyro
-0.005859375,1602787901.6884832,-0.00732421875,-1.03955078125,acc
-0.060975611209869385,1602787901.68938,-0.4268292784690857,-4.695122241973877,gyro
0.07421875,1602787901.73631,-0.02001953125,-1.03564453125,acc
-0.12195122241973877,1602787901.7376406,-0.3048780560493469,-6.890244007110596,gyro
0.2646484375,1602787901.738895,0.0126953125,-1.03466796875,acc
-0.3658536672592163,1602787901.7399788,-0.18292683362960815,0.24390244483947754,gyro
-0.044921875,1602787901.785834,-0.08154296875,-1.0322265625,acc
-0.8536585569381714,1602787901.787922,-0.060975611209869385,14.268293380737305,gyro
0.17578125,1602787901.8345401,0.013671875,-1.03662109375,acc
-0.3658536672592163,1602787901.8357692,-0.18292683362960815,4.939024448394775,gyro
0.1083984375,1602787901.8839173,-0.0146484375,-1.03173828125,acc
0.6707317233085632,1602787901.8854678,-1.097561001777649,-15.42682933807373,gyro
0.087890625,1602787901.8871255,-0.0302734375,-1.0380859375,acc
-0.3048780560493469,1602787901.8890522,-0.18292683362960815,-1.5243902206420898,gyro
0.1083984375,1602787901.932642,-0.01416015625,-1.03564453125,acc
-0.3658536672592163,1602787901.9364552,-0.4268292784690857,5.97560977935791,gyro
0.1005859375,1602787901.9871397,-0.0166015625,-1.0361328125,acc
-0.18292683362960815,1602787901.9887674,-0.3658536672592163,-0.6097561120986938,gyro
0.09765625,1602787902.0293522,-0.0185546875,-1.03515625,acc
-0.18292683362960815,1602787902.0309277,-0.3048780560493469,-0.7317073345184326,gyro
0.1015625,1602787902.079878,-0.00146484375,-1.03515625,acc
-0.24390244483947754,1602787902.0820034,-0.3048780560493469,0.4878048896789551,gyro
0.09423828125,1602787902.1275704,-0.01123046875,-1.037109375,acc
-0.3658536672592163,1602787902.1289551,-0.3048780560493469,4.390244007110596,gyro
0.1650390625,1602787902.1303513,-0.0712890625,-1.03564453125,acc
-0.12195122241973877,1602787902.1314826,-0.24390244483947754,-4.146341323852539,gyro
0.14453125,1602787902.1767094,-0.01513671875,-1.03271484375,acc
-0.18292683362960815,1602787902.1783547,-0.24390244483947754,-4.756097793579102,gyro
-0.08251953125,1602787902.3219748,0.00244140625,-1.0458984375,acc
-0.4878048896789551,1602787902.32349,-0.18292683362960815,-0.5487805008888245,gyro
0.203125,1602787902.3250818,0.08544921875,-1.0322265625,acc
