y,timestampOne,x,type,z
-0.03515625,1602787882.3904731,-0.0498046875,acc,-0.94482421875
-0.03515625,1602787882.3904731,-0.0498046875,acc,-0.94482421875
0.24390244483947754,1602787882.391415,-0.8536585569381714,gyro,0.3048780560493469
-0.0361328125,1602787882.3922868,-0.05029296875,acc,-0.943359375
0.24390244483947754,1602787882.3931231,-0.8536585569381714,gyro,0.3048780560493469
-0.03515625,1602787882.4391394,-0.046875,acc,-0.94482421875
0.24390244483947754,1602787882.445132,-0.8536585569381714,gyro,0.3048780560493469
-0.033203125,1602787882.487976,-0.04736328125,acc,-0.9443359375
0.24390244483947754,1602787882.4890876,-0.8536585569381714,gyro,0.3048780560493469
-0.0361328125,1602787882.5379431,-0.05078125,acc,-0.9453125
0.24390244483947754,1602787882.5392118,-0.8536585569381714,gyro,0.3048780560493469
-0.03564453125,1602787882.5404553,-0.05029296875,acc,-0.94580078125
0.24390244483947754,1602787882.5414233,-0.8536585569381714,gyro,0.3658536672592163
-0.0341796875,1602787882.5854023,-0.046875,acc,-0.943359375
0.24390244483947754,1602787882.5874527,-0.8536585569381714,gyro,0.3658536672592163
-0.03564453125,1602787882.634564,-0.04931640625,acc,-0.94384765625
0.3048780560493469,1602787882.6353648,-0.792682945728302,gyro,0.3048780560493469
-0.03662109375,1602787882.682977,-0.0498046875,acc,-0.94482421875
0.24390244483947754,1602787882.687764,-0.8536585569381714,gyro,0.3048780560493469
-0.03515625,1602787882.7321181,-0.04931640625,acc,-0.94384765625
0.24390244483947754,1602787882.7328632,-0.792682945728302,gyro,0.3658536672592163
-0.0322265625,1602787882.7809513,-0.04931640625,acc,-0.94287109375
0.24390244483947754,1602787882.7874405,-0.8536585569381714,gyro,0.3048780560493469
-0.03662109375,1602787882.7921345,-0.04931640625,acc,-0.94287109375
0.3048780560493469,1602787882.7956843,-0.8536585569381714,gyro,0.3658536672592163
-0.037109375,1602787882.829485,-0.04931640625,acc,-0.94482421875
0.3048780560493469,1602787882.8303034,-0.8536585569381714,gyro,0.3048780560493469
-0.03515625,1602787882.8788059,-0.04833984375,acc,-0.9443359375
0.24390244483947754,1602787882.8797321,-0.8536585569381714,gyro,0.3658536672592163
-0.0341796875,1602787882.9273958,-0.048828125,acc,-0.94384765625
0.3048780560493469,1602787882.9283168,-0.8536585569381714,gyro,0.3658536672592163
-0.03515625,1602787882.933241,-0.0498046875,acc,-0.9453125
0.3048780560493469,1602787882.9401727,-0.792682945728302,gyro,0.3658536672592163
-0.03515625,1602787882.974959,-0.048828125,acc,-0.94482421875
0.24390244483947754,1602787882.976284,-0.792682945728302,gyro,0.3658536672592163
-0.03515625,1602787883.0274887,-0.0478515625,acc,-0.94287109375
0.24390244483947754,1602787883.028605,-0.792682945728302,gyro,0.3658536672592163
-0.03662109375,1602787883.0729144,-0.0478515625,acc,-0.943359375
0.3048780560493469,1602787883.0743093,-0.8536585569381714,gyro,0.3658536672592163
-0.03564453125,1602787883.1222699,-0.048828125,acc,-0.9453125
0.24390244483947754,1602787883.124732,-0.8536585569381714,gyro,0.3658536672592163
-0.03466796875,1602787883.1265054,-0.04833984375,acc,-0.9462890625
0.3048780560493469,1602787883.1432753,-0.8536585569381714,gyro,0.3658536672592163
-0.03515625,1602787883.1717792,-0.048828125,acc,-0.94384765625
0.24390244483947754,1602787883.1731184,-0.8536585569381714,gyro,0.3658536672592163
-0.03662109375,1602787883.2197657,-0.0498046875,acc,-0.94287109375
0.24390244483947754,1602787883.221879,-0.792682945728302,gyro,0.3658536672592163
-0.03662109375,1602787883.2722967,-0.048828125,acc,-0.94384765625
0.24390244483947754,1602787883.274137,-0.792682945728302,gyro,0.3658536672592163
-0.0341796875,1602787883.3180437,-0.04931640625,acc,-0.9453125
0.24390244483947754,1602787883.3193252,-0.792682945728302,gyro,0.3658536672592163
-0.03466796875,1602787883.3682032,-0.0498046875,acc,-0.9453125
0.24390244483947754,1602787883.463195,-0.8536585569381714,gyro,0.3048780560493469
